,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
12498,231538,B. Blasi,22,https://cdn.sofifa.org/players/4/19/231538.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,73,Unión de Santa Fe,https://cdn.sofifa.org/teams/2/light/111716.png,€500K,€2K,1511,Right,1,3,2,Medium/ Medium,Stocky,No,RB,17,"Jan 1, 2015",,2020,5'11,165lbs,45+2,45+2,45+2,47+2,45+2,45+2,45+2,47+2,45+2,45+2,45+2,50+2,49+2,49+2,49+2,50+2,60+2,57+2,57+2,57+2,60+2,61+2,61+2,61+2,61+2,61+2,57,28,65,55,26,47,38,32,48,54,65,68,54,53,62,46,79,76,71,28,53,59,24,38,47,53,49,68,68,13,13,9,10,8,€850K
12500,242546,L. Lencinas,23,https://cdn.sofifa.org/players/4/19/242546.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,69,Godoy Cruz,https://cdn.sofifa.org/teams/2/light/111706.png,€500K,€3K,1550,Left,1,3,3,Medium/ Low,Normal,No,LW,17,"Jul 1, 2017",,2021,5'9,168lbs,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,60+2,47+2,44+2,44+2,44+2,47+2,44+2,42+2,42+2,42+2,44+2,60,67,63,60,50,66,46,36,40,64,64,60,57,66,72,63,70,54,62,63,41,23,63,50,62,58,44,26,13,11,6,12,10,6,€825K
12511,213621,C. Melivilú,24,https://cdn.sofifa.org/players/4/19/213621.png,Chile,https://cdn.sofifa.org/flags/55.png,63,68,San Luis de Quillota,https://cdn.sofifa.org/teams/2/light/112668.png,€500K,€1K,1509,Right,1,3,2,Medium/ Medium,Stocky,No,ST,20,"Feb 9, 2018",,2023,6'0,170lbs,61+2,61+2,61+2,58+2,59+2,59+2,59+2,58+2,58+2,58+2,58+2,57+2,53+2,53+2,53+2,57+2,40+2,41+2,41+2,41+2,40+2,38+2,37+2,37+2,37+2,38+2,34,64,61,63,54,62,56,35,59,57,67,73,67,48,60,64,60,53,78,59,45,19,60,49,55,62,17,18,18,13,14,8,11,8,€713K
12515,233078,P. Sabbag,21,https://cdn.sofifa.org/players/4/19/233078.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,77,CD Tondela,https://cdn.sofifa.org/teams/2/light/112516.png,€825K,€1K,1463,Left,1,3,2,Medium/ Low,Lean,No,ST,99,,Deportivo Cali,"Jun 30, 2019",6'2,179lbs,61+2,61+2,61+2,55+2,59+2,59+2,59+2,55+2,56+2,56+2,56+2,54+2,52+2,52+2,52+2,54+2,42+2,44+2,44+2,44+2,42+2,41+2,43+2,43+2,43+2,41+2,28,65,60,53,61,56,38,25,42,64,52,58,54,60,50,59,65,59,82,53,43,38,65,51,61,58,41,12,19,13,7,7,11,11,
12519,229751,E. Ozuna,22,https://cdn.sofifa.org/players/4/19/229751.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,74,Club Atlético Aldosivi,https://cdn.sofifa.org/teams/2/light/111707.png,€625K,€3K,1587,Left,1,3,3,High/ Low,Normal,No,LM,36,,Estudiantes de La Plata,"Jun 30, 2019",5'8,168lbs,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,61+2,54+2,54+2,54+2,61+2,47+2,43+2,43+2,43+2,47+2,45+2,38+2,38+2,38+2,45+2,46,63,52,54,59,66,39,33,44,64,77,80,82,59,93,58,62,63,34,62,37,19,59,67,68,57,59,21,17,11,6,13,6,14,
12534,220540,D. Bejarano,24,https://cdn.sofifa.org/players/4/19/220540.png,Bolivia,https://cdn.sofifa.org/flags/53.png,63,66,,https://cdn.sofifa.org/flags/53.png,€0,€0,1623,Left,1,2,2,Medium/ Medium,Normal,No,RM,6,,,,6'0,163lbs,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,62+2,58+2,58+2,58+2,62+2,59+2,58+2,58+2,58+2,59+2,57+2,56+2,56+2,56+2,57+2,66,33,48,65,36,64,44,42,63,72,71,72,52,55,63,51,56,64,71,39,73,44,58,47,53,46,68,48,45,12,9,15,14,10,
12538,241020,N. Moreno,21,https://cdn.sofifa.org/players/4/19/241020.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,73,Envigado FC,https://cdn.sofifa.org/teams/2/light/112526.png,€600K,€1K,1629,Right,1,3,3,Medium/ Medium,Lean,No,LM,15,"Aug 28, 2017",,2019,5'9,150lbs,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,62+2,58+2,58+2,58+2,62+2,57+2,54+2,54+2,54+2,57+2,56+2,50+2,50+2,50+2,56+2,54,63,44,58,41,64,38,38,51,63,77,76,79,60,76,55,56,65,44,62,59,51,62,57,44,55,50,44,51,6,5,15,9,12,€930K
12539,221053,E. Gómez,24,https://cdn.sofifa.org/players/4/19/221053.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,68,Rosario Central,https://cdn.sofifa.org/teams/2/light/110580.png,€400K,€3K,1567,Left,1,3,2,Medium/ Medium,Stocky,No,LB,3,"Nov 1, 2013",,2020,5'9,159lbs,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,52+2,52+2,52+2,57+2,53+2,53+2,53+2,57+2,61+2,57+2,57+2,57+2,61+2,62+2,59+2,59+2,59+2,62+2,58,33,58,59,35,60,41,34,45,61,72,75,66,59,64,33,55,72,68,32,62,58,50,36,45,54,45,65,65,13,15,10,15,8,€630K
12540,235389,C. Rodríguez,21,https://cdn.sofifa.org/players/4/19/235389.png,Mexico,https://cdn.sofifa.org/flags/83.png,63,69,Monterrey,https://cdn.sofifa.org/teams/2/light/1032.png,€500K,€6K,1609,Right,1,3,3,Medium/ Medium,Lean,No,RM,29,"Jun 8, 2016",,2021,5'9,146lbs,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,62+2,57+2,57+2,57+2,62+2,50+2,47+2,47+2,47+2,50+2,47+2,41+2,41+2,41+2,47+2,55,55,50,64,50,66,53,59,60,67,77,77,76,66,76,64,64,49,51,55,31,29,50,56,62,52,30,34,27,12,15,11,8,10,€950K
12551,236415,R. Alfani,22,https://cdn.sofifa.org/players/4/19/236415.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,72,Rosario Central,https://cdn.sofifa.org/teams/2/light/110580.png,€500K,€3K,1388,Right,1,3,2,Medium/ Medium,Normal,No,CB,13,"Jul 1, 2016",,2021,6'1,174lbs,44+2,44+2,44+2,39+2,40+2,40+2,40+2,39+2,39+2,39+2,39+2,41+2,44+2,44+2,44+2,41+2,53+2,55+2,55+2,55+2,53+2,56+2,61+2,61+2,61+2,56+2,30,28,68,52,25,30,28,30,49,45,55,59,56,59,55,56,74,56,64,25,59,60,25,27,35,42,59,66,64,7,9,6,12,15,€850K
12559,221569,Y. Mena,26,https://cdn.sofifa.org/players/4/19/221569.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,64,Independiente Medellín,https://cdn.sofifa.org/teams/2/light/101103.png,€450K,€1K,1525,Right,1,2,2,Medium/ Medium,Normal,No,ST,17,"Jul 5, 2016",,2018,6'0,174lbs,61+2,61+2,61+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,57+2,52+2,52+2,52+2,57+2,46+2,44+2,44+2,44+2,46+2,45+2,43+2,43+2,43+2,45+2,43,62,59,52,59,60,55,32,44,59,67,66,70,62,49,64,54,71,78,61,30,12,58,50,60,49,50,33,25,7,8,7,7,11,€641K
12564,226946,I. Ayala,20,https://cdn.sofifa.org/players/4/19/226946.png,Chile,https://cdn.sofifa.org/flags/55.png,63,75,CD Palestino,https://cdn.sofifa.org/teams/2/light/111328.png,€575K,€1K,1620,Right,1,2,2,Medium/ High,Normal,No,RB,21,"Jan 18, 2015",,2019,5'6,143lbs,51+2,51+2,51+2,56+2,54+2,54+2,54+2,56+2,55+2,55+2,55+2,59+2,58+2,58+2,58+2,59+2,62+2,60+2,60+2,60+2,62+2,61+2,60+2,60+2,60+2,61+2,62,28,58,64,41,62,35,38,61,60,67,68,57,56,77,51,67,73,67,37,54,56,51,53,44,50,61,61,60,12,6,14,8,11,€891K
12568,242306,G. Soto,24,https://cdn.sofifa.org/players/4/19/242306.png,Chile,https://cdn.sofifa.org/flags/55.png,63,68,CD Palestino,https://cdn.sofifa.org/teams/2/light/111328.png,€400K,€1K,1460,Right,1,3,2,Low/ High,Lean,No,RB,20,"Jan 26, 2018",,2019,5'9,157lbs,45+2,45+2,45+2,48+2,46+2,46+2,46+2,48+2,48+2,48+2,48+2,51+2,53+2,53+2,53+2,51+2,60+2,60+2,60+2,60+2,60+2,61+2,63+2,63+2,63+2,61+2,50,17,65,62,22,54,27,23,59,56,57,58,55,66,74,34,73,60,65,21,40,64,41,34,32,57,65,67,66,13,6,13,15,6,€570K
12570,142979,J. Quiroga,36,https://cdn.sofifa.org/players/4/19/142979.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,63,Belgrano de Córdoba,https://cdn.sofifa.org/teams/2/light/111022.png,€40K,€2K,1737,Left,1,3,2,Medium/ Medium,Lean,No,LB,29,"Mar 16, 2017",,2022,5'11,174lbs,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,55+2,60+2,61+2,61+2,61+2,60+2,61+2,65+2,65+2,65+2,61+2,58,39,63,56,53,44,55,56,53,57,58,65,61,64,68,55,76,63,73,66,75,59,55,61,53,63,68,64,65,7,13,8,14,12,€58K
12576,219268,L. Pavez,30,https://cdn.sofifa.org/players/4/19/219268.png,Chile,https://cdn.sofifa.org/flags/55.png,63,63,Unión Española,https://cdn.sofifa.org/teams/2/light/110977.png,€270K,€1K,1591,Right,1,2,2,Medium/ Medium,Normal,No,CDM,18,"Aug 9, 2018",,2023,5'9,152lbs,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,56+2,58+2,58+2,58+2,56+2,60+2,62+2,62+2,62+2,60+2,60+2,61+2,61+2,61+2,60+2,45,45,54,64,33,59,29,43,60,62,60,55,63,51,71,56,71,77,59,39,55,66,45,50,36,56,59,67,63,8,13,12,7,14,€365K
12578,241028,J. Aylagas,22,https://cdn.sofifa.org/players/4/19/241028.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,71,Club Atlético Colón,https://cdn.sofifa.org/teams/2/light/110406.png,€400K,€2K,1011,Right,1,2,1,Medium/ Medium,Stocky,No,GK,22,"Feb 8, 2017",,2020,6'2,187lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,11,23,11,20,18,12,21,21,35,36,42,52,30,23,60,17,77,15,16,16,10,40,19,32,15,13,18,63,64,62,60,65,€680K
12582,231301,E. Saavedra,22,https://cdn.sofifa.org/players/4/19/231301.png,Bolivia,https://cdn.sofifa.org/flags/53.png,63,73,,https://cdn.sofifa.org/flags/53.png,€0,€0,1507,Right,1,1,2,High/ Low,Stocky,No,RB,8,,,,5'8,146lbs,47+2,47+2,47+2,51+2,49+2,49+2,49+2,51+2,47+2,47+2,47+2,52+2,47+2,47+2,47+2,52+2,61+2,54+2,54+2,54+2,61+2,61+2,57+2,57+2,57+2,61+2,65,42,42,44,37,57,48,30,29,41,67,61,50,58,75,41,62,81,41,43,53,66,53,40,40,33,67,65,66,6,12,6,13,6,
12584,244869,G. Compagnucci,26,https://cdn.sofifa.org/players/4/19/244869.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,63,Unión de Santa Fe,https://cdn.sofifa.org/teams/2/light/111716.png,€400K,€3K,1519,Right,1,3,2,Medium/ Medium,Normal,No,RM,8,"Jul 24, 2018",,2021,5'10,161lbs,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,62+2,56+2,56+2,56+2,62+2,50+2,45+2,45+2,45+2,50+2,47+2,37+2,37+2,37+2,47+2,64,57,43,62,52,59,50,41,54,62,78,75,59,56,69,70,43,66,52,49,32,28,57,61,58,58,26,27,30,6,9,7,5,12,€600K
12587,221574,W. de la Rosa,25,https://cdn.sofifa.org/players/4/19/221574.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,68,Envigado FC,https://cdn.sofifa.org/teams/2/light/112526.png,€500K,€1K,1525,Right,1,2,3,Medium/ Medium,Normal,No,RS,9,"Jan 31, 2018",,2020,5'5,141lbs,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,59+2,59+2,59+2,59+2,50+2,50+2,50+2,59+2,45+2,39+2,39+2,39+2,45+2,43+2,36+2,36+2,36+2,43+2,34,62,51,52,48,67,33,26,34,63,89,82,91,64,91,65,83,68,40,54,30,19,61,43,58,50,42,16,13,7,14,9,10,6,€713K
12594,246407,C. Añez,22,https://cdn.sofifa.org/players/4/19/246407.png,Bolivia,https://cdn.sofifa.org/flags/53.png,63,68,,https://cdn.sofifa.org/flags/53.png,€0,€0,1475,Right,1,3,2,Medium/ Medium,Lean,No,RB,4,,,,5'9,143lbs,42+2,42+2,42+2,50+2,45+2,45+2,45+2,50+2,47+2,47+2,47+2,53+2,49+2,49+2,49+2,53+2,61+2,56+2,56+2,56+2,61+2,61+2,56+2,56+2,56+2,61+2,65,28,41,52,24,53,29,32,53,41,73,70,68,52,79,31,55,75,40,29,48,58,47,39,41,40,65,69,68,7,10,12,10,11,
12606,225419,E. Ruiz,20,https://cdn.sofifa.org/players/4/19/225419.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,77,La Equidad,https://cdn.sofifa.org/teams/2/light/112523.png,€675K,€1K,1037,Right,1,3,1,Medium/ Medium,Normal,No,GK,12,"Jul 31, 2014",,2023,6'2,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,16,27,17,13,18,12,17,20,47,46,36,54,35,25,53,36,62,12,16,25,17,20,23,38,24,16,11,67,60,54,63,65,€1.3M
12613,241292,I. Huguenet,20,https://cdn.sofifa.org/players/4/19/241292.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,76,Defensa y Justicia,https://cdn.sofifa.org/teams/2/light/111710.png,€725K,€3K,1583,Right,1,3,3,Medium/ Medium,Lean,No,ST,30,,Newell's Old Boys,"Jun 30, 2019",6'2,172lbs,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,59+2,56+2,56+2,56+2,59+2,50+2,50+2,50+2,50+2,50+2,50+2,49+2,49+2,49+2,50+2,47,65,56,60,50,64,55,52,58,65,63,63,61,58,51,62,50,45,66,47,50,31,64,53,60,61,48,42,51,9,11,6,12,8,
12620,225423,S. Vega,20,https://cdn.sofifa.org/players/4/19/225423.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,78,Millonarios FC,https://cdn.sofifa.org/teams/2/light/101105.png,€725K,€1K,1517,Right,1,3,2,Medium/ High,Lean,No,RB,30,"Sep 1, 2014",,2023,5'10,154lbs,48+2,48+2,48+2,53+2,51+2,51+2,51+2,53+2,52+2,52+2,52+2,56+2,52+2,52+2,52+2,56+2,62+2,58+2,58+2,58+2,62+2,62+2,62+2,62+2,62+2,62+2,55,22,58,62,24,63,26,26,30,61,65,72,64,53,68,34,76,72,70,17,60,62,52,45,38,45,52,67,65,8,16,11,14,9,€1.5M
12626,237712,V. Castellanos,19,https://cdn.sofifa.org/players/4/19/237712.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,80,New York City FC,https://cdn.sofifa.org/teams/2/light/112828.png,€800K,€1K,1499,Right,1,3,3,Medium/ Low,Lean,No,CAM,11,"Jul 1, 2018",,2021,5'10,163lbs,57+2,57+2,57+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,56+2,56+2,56+2,61+2,48+2,46+2,46+2,46+2,48+2,46+2,41+2,41+2,41+2,46+2,54,58,43,62,49,68,50,35,57,65,68,69,67,53,67,53,53,43,53,49,42,26,58,63,40,59,30,34,39,15,6,10,12,8,€1.7M
12689,237983,M. Nazarit,20,https://cdn.sofifa.org/players/4/19/237983.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,78,Once Caldas,https://cdn.sofifa.org/teams/2/light/101106.png,€725K,€1K,1398,Right,1,3,2,Medium/ Medium,Lean,No,CB,34,"Mar 5, 2017",,2020,6'1,174lbs,42+2,42+2,42+2,40+2,40+2,40+2,40+2,40+2,38+2,38+2,38+2,41+2,40+2,40+2,40+2,41+2,52+2,52+2,52+2,52+2,52+2,55+2,61+2,61+2,61+2,55+2,29,25,60,35,30,39,25,28,28,42,66,65,55,55,64,41,77,67,78,20,72,63,31,35,43,48,60,62,60,7,9,5,12,10,€1.4M
12693,242080,G. Guerra,25,https://cdn.sofifa.org/players/4/19/242080.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,68,Club Atlético Huracán,https://cdn.sofifa.org/teams/2/light/111711.png,€500K,€1K,1530,Right,1,2,3,High/ Low,Normal,No,ST,12,,Unión La Calera,"Jun 30, 2019",6'0,165lbs,62+2,62+2,62+2,59+2,61+2,61+2,61+2,59+2,61+2,61+2,61+2,59+2,57+2,57+2,57+2,59+2,42+2,42+2,42+2,42+2,42+2,39+2,37+2,37+2,37+2,39+2,39,63,66,60,58,64,59,48,55,66,60,57,60,60,60,63,59,59,72,62,30,19,57,65,69,51,16,22,18,8,14,8,5,9,
12716,213413,L. Vigouroux,24,https://cdn.sofifa.org/players/4/19/213413.png,Chile,https://cdn.sofifa.org/flags/55.png,63,66,Swindon Town,https://cdn.sofifa.org/teams/2/light/1934.png,€325K,€2K,1061,Right,1,2,1,Medium/ Medium,Lean,No,GK,1,"Jul 1, 2016",,2019,6'4,170lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,20,17,12,28,19,19,17,17,16,16,48,42,56,55,40,25,48,36,63,11,24,14,6,24,30,46,16,18,11,64,59,63,59,68,€593K
12717,214181,Y. Filigrana,27,https://cdn.sofifa.org/players/4/19/214181.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,63,Atlético Bucaramanga,https://cdn.sofifa.org/teams/2/light/112992.png,€375K,€1K,1493,Right,1,3,3,Medium/ Medium,Normal,No,RM,18,"Jan 30, 2018",,2023,5'11,176lbs,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,58+2,58+2,58+2,61+2,51+2,51+2,51+2,61+2,48+2,42+2,42+2,42+2,48+2,45+2,37+2,37+2,37+2,45+2,58,57,42,56,38,73,35,36,44,64,77,78,75,61,65,64,72,72,64,38,25,15,47,44,51,63,40,22,18,8,11,16,12,15,€506K
12718,232101,S. Hernández,21,https://cdn.sofifa.org/players/4/19/232101.png,Mexico,https://cdn.sofifa.org/flags/83.png,63,76,Club Atlas,https://cdn.sofifa.org/teams/2/light/101114.png,€575K,€2K,973,Right,1,2,1,Medium/ Medium,Lean,No,GK,1,"Jul 1, 2015",,2019,6'0,165lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,10,17,7,10,11,11,24,15,23,29,26,46,47,19,69,39,56,5,21,17,16,50,15,43,25,12,11,64,67,60,65,63,€1.3M
12727,245158,L. Suárez,20,https://cdn.sofifa.org/players/4/19/245158.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,72,Gimnàstic de Tarragona,https://cdn.sofifa.org/teams/2/light/15019.png,€575K,€8K,1448,Right,1,3,2,Medium/ Medium,Normal,No,ST,26,,Watford,"Jun 30, 2019",6'1,165lbs,61+2,61+2,61+2,57+2,59+2,59+2,59+2,57+2,57+2,57+2,57+2,55+2,50+2,50+2,50+2,55+2,39+2,37+2,37+2,37+2,39+2,38+2,35+2,35+2,35+2,38+2,36,70,72,54,49,58,45,42,35,61,56,64,59,56,65,61,61,55,50,58,38,18,61,52,74,52,20,20,14,6,8,13,11,6,
12740,214698,L. Casanova,26,https://cdn.sofifa.org/players/4/19/214698.png,Chile,https://cdn.sofifa.org/flags/55.png,63,66,Club Deportes Temuco,https://cdn.sofifa.org/teams/2/light/112709.png,€375K,€1K,1426,Right,1,2,2,Low/ High,Normal,No,RCB,6,"Jul 8, 2016",,2023,6'0,185lbs,45+2,45+2,45+2,41+2,42+2,42+2,42+2,41+2,42+2,42+2,42+2,43+2,48+2,48+2,48+2,43+2,53+2,57+2,57+2,57+2,53+2,55+2,61+2,61+2,61+2,55+2,44,29,67,62,34,31,40,35,48,44,36,46,31,61,58,53,50,56,74,42,67,55,35,36,52,55,55,67,63,8,13,15,7,12,€534K
12744,225962,M. Palacios,21,https://cdn.sofifa.org/players/4/19/225962.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,74,Boyacá Chicó FC,https://cdn.sofifa.org/teams/2/light/112019.png,€625K,€1K,1679,Right,1,3,2,Medium/ Low,Lean,No,CAM,10,"Oct 30, 2014",,2023,5'9,154lbs,55+2,55+2,55+2,62+2,59+2,59+2,59+2,62+2,61+2,61+2,61+2,63+2,58+2,58+2,58+2,63+2,56+2,51+2,51+2,51+2,56+2,54+2,45+2,45+2,45+2,54+2,69,52,48,66,34,63,62,68,62,55,80,82,87,53,74,50,73,73,47,50,55,42,57,64,52,61,28,38,45,13,6,7,15,9,€969K
12746,233386,P. Yrizar,20,https://cdn.sofifa.org/players/4/19/233386.png,Mexico,https://cdn.sofifa.org/flags/83.png,63,68,Querétaro,https://cdn.sofifa.org/teams/2/light/110150.png,€500K,€2K,1487,Left,1,3,2,Medium/ Medium,Lean,No,ST,17,"Mar 12, 2016",,2021,6'0,157lbs,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,60+2,43+2,41+2,41+2,41+2,43+2,41+2,37+2,37+2,37+2,41+2,50,66,62,55,46,66,40,32,59,62,74,72,65,59,58,60,64,44,68,54,38,25,55,58,60,55,19,19,16,6,6,5,10,14,€888K
12757,241837,F. Nadalín,20,https://cdn.sofifa.org/players/4/19/241837.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,74,Newell's Old Boys,https://cdn.sofifa.org/teams/2/light/110396.png,€550K,€2K,1539,Right,1,3,2,Medium/ Medium,Normal,No,RB,35,"Dec 1, 2017",,2021,5'9,161lbs,48+2,48+2,48+2,53+2,51+2,51+2,51+2,53+2,51+2,51+2,51+2,55+2,51+2,51+2,51+2,55+2,61+2,57+2,57+2,57+2,61+2,61+2,60+2,60+2,60+2,61+2,59,27,56,54,30,62,36,42,39,55,69,66,63,57,71,31,63,69,60,28,56,60,55,43,48,56,59,67,66,12,6,11,7,12,€935K
12771,219570,O. Bernal,22,https://cdn.sofifa.org/players/4/19/219570.png,Mexico,https://cdn.sofifa.org/flags/83.png,63,70,La Equidad,https://cdn.sofifa.org/teams/2/light/112523.png,€425K,€3K,1555,Right,1,3,2,Low/ High,Normal,No,RB,14,,Santos Laguna,"Dec 31, 2018",5'9,168lbs,46+2,46+2,46+2,51+2,49+2,49+2,49+2,51+2,50+2,50+2,50+2,54+2,53+2,53+2,53+2,54+2,61+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,51,20,50,58,33,56,39,20,54,60,69,65,60,63,70,40,76,69,69,25,67,65,40,40,50,56,60,64,62,15,8,16,13,8,
12786,186549,E. Benavidez,29,https://cdn.sofifa.org/players/4/19/186549.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,63,Patriotas Boyacá FC,https://cdn.sofifa.org/teams/2/light/112527.png,€350K,€1K,1649,Right,1,3,3,Medium/ High,Stocky,No,RCM,5,"Jan 17, 2018",,2021,5'10,172lbs,49+2,49+2,49+2,57+2,55+2,55+2,55+2,57+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,60+2,63+2,63+2,63+2,60+2,58+2,59+2,59+2,59+2,58+2,58,40,39,71,33,63,70,66,70,67,52,55,56,66,65,31,55,53,71,33,65,58,43,63,67,66,66,59,53,10,14,11,11,15,€473K
12792,233143,L. Sapetti,29,https://cdn.sofifa.org/players/4/19/233143.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,63,Club Atlético Aldosivi,https://cdn.sofifa.org/teams/2/light/111707.png,€280K,€2K,1548,Left,1,2,2,Medium/ Medium,Normal,No,LB,26,"Jul 23, 2018",,2021,5'9,154lbs,48+2,48+2,48+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,52+2,52+2,52+2,52+2,52+2,60+2,58+2,58+2,58+2,60+2,61+2,63+2,63+2,63+2,61+2,39,26,65,42,31,60,40,39,31,61,69,57,59,72,73,34,86,63,51,28,55,67,45,59,47,43,63,71,68,9,7,14,8,9,€406K
12813,245437,A. Gaich,19,https://cdn.sofifa.org/players/4/19/245437.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,78,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,€800K,€2K,1423,Right,1,2,2,Medium/ Medium,Normal,No,ST,38,"Jan 25, 2017",,2021,6'3,174lbs,61+2,61+2,61+2,58+2,60+2,60+2,60+2,58+2,58+2,58+2,58+2,56+2,51+2,51+2,51+2,56+2,41+2,39+2,39+2,39+2,41+2,39+2,36+2,36+2,36+2,39+2,38,65,63,59,46,58,41,38,33,65,58,60,57,60,48,55,62,59,70,57,30,19,66,52,61,56,17,15,21,8,7,7,14,14,€1.7M
12829,215234,I. Quílez,28,https://cdn.sofifa.org/players/4/19/215234.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,63,Club Atlético Aldosivi,https://cdn.sofifa.org/teams/2/light/111707.png,€290K,€2K,1565,Right,1,3,2,Medium/ Medium,Stocky,No,RB,4,"Dec 27, 2014",,2023,5'7,165lbs,46+2,46+2,46+2,52+2,48+2,48+2,48+2,52+2,48+2,48+2,48+2,52+2,47+2,47+2,47+2,52+2,61+2,56+2,56+2,56+2,61+2,62+2,62+2,62+2,62+2,62+2,54,29,49,36,32,63,39,37,33,58,71,70,81,57,78,33,82,64,60,30,59,73,46,38,49,59,62,66,70,8,7,10,13,8,€421K
12831,221379,S. Herrera,23,https://cdn.sofifa.org/players/4/19/221379.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,69,Atlético Huila,https://cdn.sofifa.org/teams/2/light/112528.png,€525K,€1K,1472,Right,1,3,2,High/ Medium,Normal,No,ST,9,"Aug 6, 2018",,2023,5'11,157lbs,61+2,61+2,61+2,59+2,61+2,61+2,61+2,59+2,59+2,59+2,59+2,58+2,53+2,53+2,53+2,58+2,44+2,41+2,41+2,41+2,44+2,42+2,38+2,38+2,38+2,42+2,35,64,57,58,47,58,31,27,39,64,71,72,70,64,69,60,63,64,67,45,32,21,60,57,61,55,20,22,24,6,9,12,15,8,€814K
